T0	T1	T2
0.966999058903199	1.28922027570872	2.88374085885888
0.528390661308536	2.74541325752536	2.72994945049181
4.24451115620483	1.65575669693836	2.75063437404637
2.14256918713901	3.57165329290755	2.75577083536239
0.559905369917656	0.567730534797289	2.67528284142308
-2.16435508392259	1.53463323753482	2.78093412460194
0.0475492189985627	1.4623818559455	2.73887415866488
2.36114397192762	2.47903176692408	2.7391249289569
0.336638756118585	0.73442046910158	2.58126549050851
0.763156188373986	1.19018529061684	2.64563082867859
1.07348573883804	1.53315554037331	2.97441570071846
0.34794184276631	0.262500641863623	2.81142039062114
1.52914404559652	0.643040861186216	2.60825463890517
0.983834861652795	0.925572046914175	2.67356873023239
-0.0922174244886913	3.1568169770781	2.54814621349988
3.26145946451778	2.34614934907124	2.63674667040925
0.172771067129771	2.6160368867716	2.64386868070524
2.70023017125655	0.513067468890973	2.86049197740521
2.06652054270063	3.46071520444491	2.72797980348172
0.473623515677886	0.843894809336001	2.85322612579675
-1.22328409656565	2.30201509174902	2.81359299278365
0.305838617188996	3.05616581506254	2.72791205697704
1.88361834733312	1.8036609514216	2.79200988452739
1.76402817554746	1.19641187665526	2.7770336967858
0.94606268118488	2.03907964344618	2.70983173188687
1.17904977983285	2.82141726949319	2.74306601145453
2.45141347338826	3.62756924569882	2.78880538091604
0.0494686635581899	0.310364672164855	2.64958482535064
0.769032232067377	2.10329785073017	2.64962339313086
1.79004143521871	0.47654758685937	2.77953093219792
0.0924323368346797	1.52120535865426	2.60270856359901
2.76309372879912	1.22207918713956	2.89064437391275
0.587033127553234	0.16864851164108	2.7245763972086
0.501920620133904	2.25511052042804	2.55005394523759
0.864505547165689	2.66992441395191	2.65569935463974
-0.117232468002236	2.23663042392771	2.81546354079099
1.69066122523141	1.92404584244439	2.6335945195541
1.55326180077532	2.10661529096837	2.60283710149863
1.74888256857902	3.71453775824714	2.70821386831149
1.3114013318149	1.33617841072709	2.75604227579608
1.71776003968747	1.72916017106911	2.66276362650157
0.854073582172371	1.806302038932	2.79774808418247
1.46129186466338	2.32961629644335	2.73105455641323
-0.745051338994052	1.3705074478404	2.67300180256458
1.52654025281632	0.409747817154766	2.84039095733585
0.135565116264788	2.16557253242374	2.86938373104897
2.42118809566881	1.9952719649181	2.57442634904434
0.847446841589356	0.630291228013333	2.87724479567902
1.31448764694904	2.19527674492474	2.69283877653048
1.36695558193266	1.00253332345689	2.74585777129572
2.67442812955835	1.90273899050514	2.77971650698201
1.59410416852236	0.56736155059994	2.80628902783458
-0.505876125923318	1.95082536763913	2.67727813631183
0.355097511470233	1.37776507355345	2.71872982539846
1.41325344090048	3.46188092008035	2.92263019909395
0.995403566267707	1.06492887619004	2.69064080772411
0.00389255763288421	1.79477700656885	2.69284921889111
0.92110432123254	0.934960366815634	2.74989300838952
1.17668242660647	0.675601378304055	2.70131617031106
0.533439714837031	3.30055981620913	2.50131272648751
0.227216725495234	2.09985743371667	2.32943147506781
1.7337929357236	-0.389213624311708	2.72282569837605
1.33851511189668	0.942051816338673	2.60854442037493
0.602378121590909	1.61938257792404	2.76002401189135
3.99874432632418	2.8754350543809	2.61108774566422
1.60428020121467	1.545090320238	2.60256227621964
-0.0536524675429819	1.63793724918505	2.62934132331739
2.57846327039796	2.75951865736331	2.70204281725286
1.30653234659315	2.68641387189422	2.7088956659545
2.70809152643058	1.99937603382859	2.70031696608889
2.22027729063249	1.84539990517727	2.62099278235177
-0.702597456042052	1.99121311308874	2.77067268448203
1.67030042043208	0.125269840128389	2.69377283205494
2.14132927644933	1.56943691399663	2.52920739985463
1.3382957159887	1.69617588567495	2.61335756171092
0.41144130291252	2.46552106724197	2.93426995772063
1.59738504988331	2.0795224680029	2.68296596521742
1.50910678187461	1.52985510028498	2.65077858247864
0.315076642642761	1.96856944525974	2.81940519615368
-0.137328170269261	2.54844756184797	2.52591524943835
-0.0450246694236804	2.17235585637361	2.748246655772
1.39427271315557	1.37282937483468	2.57460213600624
1.22098661624194	1.5237406564934	2.58473387769206
-0.0245646859880368	0.182668889632769	2.49027528575472
0.615087819221974	0.584083621225181	2.73635504060434
1.80546005950994	4.03570407144072	2.83794849961785
1.41020653578693	2.08905155414754	2.46330444356189
1.97670953376471	0.987486526191455	2.60136660734588
0.775276153925479	2.79157732438919	2.81067611003491
1.09363765708747	1.37387923013962	2.53313095587107
0.727538823837802	1.45346081853639	2.60216151366332
3.24892484592389	1.99749805665471	2.74670033672921
1.67683323377382	1.15872959433088	2.67140658721325
0.538826160063559	2.19735020973374	2.80045970414913
1.45752793891369	2.98322394480382	2.76972940998687
0.64414825383703	2.09937458413329	2.68381947454945
1.02921372573423	1.08390892453523	2.68160203312561
1.37857445229569	2.18086168031331	2.70006613154366
1.33643090039316	3.15682687794939	2.58540532369641
1.35558834506374	2.0686855626276	2.7289483192876
