	Sweet	Play	Happy	Sleep
0.0	0.9285944519317398	-1.9187870951545614	0.8302222623043904	-2.8818486517376334	
1.0	1.3071099513500983	-2.18285322817852	-1.2489158702460212	-1.4487326040308774	
2.0	-0.42608656089444324	-0.9584980383135285	-0.16027181623120734	-0.7746424864752843	
3.0	-0.27091763246461803	-1.7541153126275242	-2.2286987531883047	-0.561869677429086	
4.0	-0.034255914564100765	-0.9932431340158935	-3.638905320486834	-1.7117465579888416	
5.0	0.9653532944834788	-0.42033843385072595	1.4656654411279533	-2.4975243147131647	
6.0	1.018623339942348	-2.3736595019627185	-2.8290419413568344	-2.03651521771394	
7.0	-0.11706446571609318	-0.012108295663558491	-0.6732805655615808	1.1980647715114545	
8.0	-0.3229487141931472	-0.394366375785887	-0.44774513756770384	0.20677057387795056	
9.0	-0.2044825402897915	0.4137358222885146	0.33891436839981137	0.7670565120941912	
10.0	-0.19730855829847396	0.5622121514160314	0.6634025511895366	2.1046228881111992	
11.0	1.605135719815208	-2.2457773959069804	0.9015797809421466	-4.199614831817804	
12.0	0.7033672953532759	0.3161993634304663	2.019653429274098	-1.102449517290629	
13.0	0.3670217229123856	-0.28392542776138313	0.11593774513428456	-1.4256660284042093	
14.0	-0.9854894897504419	-0.28484936869218547	-2.17835779123817	0.8158912025418066	
15.0	-0.5067568484025378	-1.392762077852578	-2.7533807976050193	-0.5791323420053883	
16.0	-0.8865246731760101	-0.11238265225061045	-1.857049615716177	-0.21067494251964525	
17.0	-0.9950007370077651	-1.2960066762825184	-0.9997660205118792	-0.43296803457439265	
18.0	-0.7985192118784171	0.19642457682044415	-0.9501048360868358	1.1158054585607227	
19.0	-0.3730238787404208	1.8255907402557687	1.1627826794620764	1.3843217459921378	
20.0	0.8810739698858615	0.09465835080794105	1.8948125738019441	-0.9227980568637657	
21.0	-0.4909710491670977	1.820633316524686	2.1886734420703355	2.378119537024696	
22.0	2.4018542428662064	1.255419479859576	3.591466973843013	0.7999582309431781	
23.0	-1.6023332711660765	0.11583298242867457	-3.146225087645229	0.33327170052291377	
24.0	1.1255289409352038	-0.994298983757058	1.2495675305615044	-2.846582915300532	
25.0	-0.7381386411303993	1.0870503241897043	-1.2056489080749113	1.6547807548377742	
26.0	-1.3521936548489721	-2.833151125292018	-3.0010696311353744	-1.3733878555762322	
27.0	0.5517563014346396	-0.11011774659721074	-0.2272017646015761	-0.8710234534780792	
28.0	-0.1413222187444413	-1.1844119164113407	-0.41123046872417046	-0.8453844948867273	
29.0	0.45357991852504276	0.22018413622048896	0.6627089535792466	1.0998098675304862	
30.0	-0.8623219098007319	0.9845254631467459	-1.24948759748763	0.7423812148830342	
31.0	0.6245986903336467	1.231821565062934	1.9287348841590872	2.9212352970580073	
32.0	0.26797012027769684	2.9909821549682087	3.3304096287227014	2.3052894185642687	
33.0	1.1535196451529488	-1.4085757250805848	-0.34266812746360653	-2.722770160585517	
34.0	0.14063060894592516	2.99487776473229	2.5685501911748645	2.0991736438288386	
35.0	-1.2979040768608097	-2.037397804047674	-3.5703199781289623	-0.8280652156295893	
36.0	-2.3362788915795014	-2.197456924677912	-3.1991148304182655	-0.09204994169240063	
37.0	0.7307190221578295	1.0377745520840822	1.0486461488534387	0.9734483816637821	
38.0	1.2072834895623141	2.094356627276005	2.7055195127089977	0.7469229312056904	
39.0	-1.5271823854798858	-0.31985018334830856	-2.827670737424274	1.6617723863030298	
40.0	0.1694221928586749	0.38329246604545997	0.635874860841545	-1.044585236624159	
41.0	0.5316078616544474	-0.2905996621636274	0.8797572976614645	-0.3169421537897047	
42.0	-0.7909615318529128	-0.3958174310376071	-0.8579683799564978	0.6259840235019453	
43.0	0.21468332788828093	2.741406237956004	4.566387529200129	1.1293446066963484	
44.0	0.1853226835155001	3.1960081256459287	3.3967370505013146	2.7688035663758916	
45.0	-0.03193937393352678	0.3509558584582544	1.3172539473949088	1.9119313768738038	
46.0	-0.5323396337659384	0.8054525460566643	-2.5274944990576254	1.8603496847559375	
47.0	-1.2269020862142272	-0.6063828628731771	-0.4122481295908067	0.6299094774003876	
48.0	0.7551469807675059	2.5881424935584185	4.154133683193843	2.6832575544626964	
49.0	1.2993194652544322	1.6181995082715617	2.3410519024173544	2.357623335962219	
50.0	-0.06859424715197114	-1.606107824857896	-1.5304786384770128	-2.778686799669789	
51.0	-0.15065979602893734	0.5620856402425793	2.1015530868906236	-0.13203219481884942	
52.0	-0.1672813931925119	0.0715852805300143	-0.13751100678779055	2.1465327437151904	
53.0	1.3943549962356088	3.0417994197372247	4.654545551143512	0.9415348189687393	
54.0	0.20225336015833334	0.00967455655088464	-0.5726118155466823	-0.6470503861829952	
55.0	-0.8779159116059874	1.1369725608108994	0.45207224750410613	4.027641723659828	
56.0	1.515227164223292	-2.2405683010151205	-1.0163442674443077	-4.530354298546608	
57.0	-0.589399914217232	0.597486262507497	0.9966678710594526	0.48520530480091884	
58.0	-0.25611774206424587	2.0724153879186487	1.7734127772249955	2.168192940986485	
59.0	2.6075043551878716	-3.317261576917467	-1.9120969489632476	-6.796525937572378	
60.0	-0.03505074574967976	0.40123061250758296	1.7470587292784678	0.935611198260182	
61.0	-0.9817397385370771	-2.343442604998008	-3.0626825859525177	0.16367903202333145	
62.0	-0.2978260170661327	-1.4128854408575018	-0.8235157667659415	-1.3660823028948812	
63.0	0.7739793022151925	-1.464552869908899	0.30909646683521363	-0.9260200019168185	
64.0	-0.5101166187594979	1.4638731279821093	0.37913424987599087	2.099825539502859	
65.0	-0.4792080502492085	2.7191307236989197	2.09763855739367	2.8309198456810116	
66.0	0.21137266623984347	1.1865216393190865	1.334530032310508	2.7144941693917737	
67.0	0.20134577954083868	-0.5436331234815673	-0.8850929855654768	-0.7424930494598551	
68.0	0.7064787813305698	-0.40089006600267985	-0.8695252624028093	-2.517749151319686	
69.0	-0.8860926630950358	-0.8275566243992332	-2.066429333832475	0.2739233713950746	
70.0	0.5710472810671846	1.7926820215241324	1.5780961993928646	2.3515707520645663	
71.0	-0.7557932606311784	3.632630321113254	2.8565337515019134	4.591958648275863	
72.0	-0.7661878395558662	-2.2658893942262273	-1.2767497340292175	-2.010242106286859	
73.0	0.3180946790432499	-1.3932090509532462	-2.3351895389622914	-1.762742783464826	
74.0	0.40179438244777177	0.7448837855411836	-1.4223451853578237	0.7211015737676305	
75.0	-1.0301035951948936	3.672759207840562	3.041108435437199	5.917079733015187	
76.0	0.8841796410313314	-0.07126205537493593	-0.5893303221032276	-1.425715344931628	
77.0	-0.18543207572130962	-0.5891098505418995	-0.23030355000826574	1.4391736398903836	
78.0	0.23904702875756784	-0.26902384809869984	0.395984482901542	-0.21801621974732138	
79.0	-1.203444877100408	-2.0178462993184065	-1.2018644275861958	-0.9906672308204791	
80.0	-0.2143126790008905	1.0308713127541809	0.12020540855571549	0.9316891649787606	
81.0	0.013889109091647396	-0.5529084102757182	1.2742096237389302	0.21154751030558083	
82.0	0.23531993755886568	1.7756463080965679	3.163504593672568	1.8545172694647618	
83.0	0.4499575379220314	1.2227212348042629	1.9702220661568206	0.6245445807717012	
84.0	-1.1231355285229618	-0.36041787356272215	-1.3274812140474797	2.339622228289375	
85.0	-0.328815123647831	-1.7645652343393945	-2.485321861792149	-1.5979156834444175	
86.0	0.3455150129420831	0.17163962817765077	0.3972050073426227	-0.24110775990160316	
87.0	-1.5100275912334606	-1.489094505664283	-5.223365353769134	-0.1581548109325365	
88.0	-0.388562061524556	-0.9599292973456198	-1.8846800668008248	-0.22278979408496613	
89.0	-0.9281639097521414	-1.5534183212360058	-2.017255996993173	-1.1588326577456773	
90.0	0.5391396221870025	0.1310289068051904	1.1637653757141844	-0.39906722045048915	
91.0	-0.8074413355819489	2.6622514025285984	2.805021936068088	2.7670243175491036	
92.0	-1.0390649155116782	-1.6928392317997685	-3.579170212004241	-0.09346338354807038	
93.0	-0.7620029203756052	-1.0089829101216325	-0.4930602244937794	-0.15595225427799164	
94.0	-0.6530403068750793	0.5226377006764349	0.7748575933631311	1.3032306026385219	
95.0	1.5859992642203602	-0.052094201816073604	1.4682683484416754	-3.0643526547280873	
96.0	-1.0592784534975583	-0.6335561854803092	-3.687781179268227	0.6315225058782725	
97.0	0.718499033654349	-2.9545172564147264	-2.4647599155122575	-2.163619504168028	
98.0	1.1782527428034586	0.7482418617397106	1.8530119355870187	0.6202965905961464	
99.0	0.814043697984699	-1.5940812370174364	0.12258125487915605	-1.2525044451465357	
