ID	Rhyming	Tone	Transposition
0.0	NA	2.559241601805927	0.9821485734261082	
1.0	3.308487703365452	4.935857535825839	1.2283818234531512	
2.0	9.2766651898402	9.4193962272409	2.29300692003194	
3.0	-4.097532519417472	-2.5560570132442675	2.6522715135412795	
4.0	-0.6317622541029211	-2.5205616865911193	-2.0716603086957783	
5.0	-3.1941728698512666	-8.441927950720848	-5.36211435240347	
6.0	-1.003449959085334	2.105957772082635	3.0015051083013993	
7.0	3.6011468880812774	5.827357067909022	2.443834368978797	
8.0	-0.1353664143473077	5.607503062530224	6.18079410241759	
9.0	1.8598502188023809	4.630702511551287	2.456966875588566	
10.0	0.04320486695935083	NA	2.6653452360972905	
11.0	1.1579200223678996	4.093549696747788	4.902943262746258	
12.0	5.035043273434336	4.676281520339066	1.361207704106749	
13.0	1.9236530540590087	5.167721036848848	3.935613128126744	
14.0	-2.701868244337617	0.19569343414859575	3.1862176050714273	
15.0	5.030314070349352	9.803275534917262	4.2991938130010485	
16.0	7.018455627453176	10.782103891123057	2.8490414057784026	
17.0	1.7358817053473905	3.556197370220893	1.49724850966399	
18.0	5.839276623316605	13.465836327410905	6.5807933520206605	
19.0	1.3063204131157569	6.931596587302909	5.4160794166949415	
20.0	0.6890792410564868	0.4186669122043674	-2.47004531683777	
21.0	4.928949768257159	14.779009566943921	8.475047926620086	
22.0	-2.246194805213241	0.7434265155089529	3.4864532558954298	
23.0	-2.4134441874499695	-0.8732437047088	3.570462511974082	
24.0	1.020548435865335	-2.2177318848064473	-5.413270433824392	
25.0	-0.031493755627953146	-2.0819021784370393	-0.6337004080989386	
26.0	0.48480999833144656	4.23548947179954	3.843147756634152	
27.0	3.311119499162949	NA	8.232093185714067	
28.0	-3.465521354674248	-5.5117538176504	-3.1800533817584924	
29.0	-0.5668233106618543	7.879429305324261	9.50319959508409	
30.0	0.3176450195491117	-3.3729086558946766	-3.0945192946846163	
31.0	-1.7544677209893675	1.9888946535269219	2.6353573606074887	
32.0	NA	-3.0253882300521524	-2.0548303517856414	
33.0	-5.309168440645414	-4.467434593157946	1.5685813265441402	
34.0	-0.7740515148813526	-1.2483389163983765	-0.7975273397356514	
35.0	8.679169391853705	10.139884861021123	1.43604595681988	
36.0	0.9635203818219408	6.327530619140571	NA	
37.0	3.0700378502875973	1.0746463429155593	-2.1268003768641717	
38.0	1.94344019510882	-1.5695774067752706	-3.669716525368414	
39.0	2.9033789359984232	2.0512815616248403	-0.9083341591222492	
40.0	-2.839169355520771	-1.4582683593275714	1.963273724589126	
41.0	8.859517944688701	10.548099550773381	0.9694273083674843	
42.0	3.6148674563557885	2.043496971498598	-2.2630772456975485	
43.0	-3.9695442168038166	-6.192109107771713	-4.4877167346735645	
44.0	3.1671280147029	10.891382939600575	6.261382860992511	
45.0	-0.19473586930800524	1.563693401776689	0.8273298589010285	
46.0	-1.8172776653771683	-0.8462652577007206	0.31128820558592996	
47.0	-1.4226932719414753	5.23354290819644	7.476852034609628	
48.0	-1.7264481851356137	-1.023211600130292	1.9950123053718547	
49.0	1.5286618690595901	0.1854799387580599	0.1799439219738741	
50.0	-0.9367023163902553	-4.124751455326351	-2.412168415257815	
51.0	1.5311861601707208	5.95493553251044	4.31942419347684	
52.0	1.527649384152526	6.407756967517067	5.606827460946082	
53.0	2.6317600824503327	-1.0023219563282928	-2.9703790916931236	
54.0	-0.374541195984641	0.5662218920993118	-0.6528418204967815	
55.0	-1.9070993312713347	-6.041769018205231	-3.8000251304333506	
56.0	-0.5270004180204864	4.106999532444374	5.17381437462748	
57.0	-1.336067267155788	-1.6687853475038459	0.0903420059541864	
58.0	2.3577421780602137	1.621802497089823	-0.4828638802583433	
59.0	-1.890486448069716	-0.3780575254109392	1.420724122720822	
60.0	-0.49103019434880374	0.14059067145595922	0.881132017440594	
61.0	-3.9414053431203837	1.483381036663142	3.6178150679880368	
62.0	3.1158079451893945	3.7070579246269135	0.5581590257450224	
63.0	1.9934167390403847	-1.091766221844192	-2.273508106444878	
64.0	-3.5960445417854956	5.608019248525917	7.934228602385052	
65.0	-0.5244437113477205	-3.8777375359847506	-2.6151150253544424	
66.0	7.866627661005247	10.776430470931926	3.5731787513412776	
67.0	-1.0638364591021123	-3.658304227114325	-3.3037956096524552	
68.0	4.747566899751658	5.519415577152391	1.4563937451921019	
69.0	-0.9164933195176116	0.4701454466672945	0.5353048135546793	
70.0	5.978810027340268	4.569762484964582	-1.5751776432217595	
71.0	2.4283596085231522	1.6570583611573022	-0.19351521236108138	
72.0	-0.22908366881512554	4.842383414909345	5.7238207786374655	
73.0	-0.5699231655447552	2.789757521600412	4.107563396008998	
74.0	-1.5372443132086562	-2.071026328948637	0.23091064174340953	
75.0	-0.6454751801105528	-3.9020662635852212	-3.6430841802395535	
76.0	-1.7960122094757731	0.881553070989027	2.464428659418778	
77.0	2.2629638893708814	2.8836416643526914	-0.6361704236613779	
78.0	1.0385251735969052	-5.318215386021334	-5.907061475147851	
79.0	-3.889210026856805	-5.336199910743393	0.6122987142161544	
80.0	4.320061913182034	6.264427182996615	0.9707933581795879	
81.0	-0.36238355833312647	1.7206283765799157	2.286442540877205	
82.0	2.126317134248267	2.588442932153863	0.36405854380550556	
83.0	1.5091912700892383	3.8744887189061323	1.9898595699442108	
84.0	0.39603406298611155	-3.8542229114892423	-4.547586495638513	
85.0	0.9102143190710965	-5.945710930848932	-6.092918452923194	
86.0	-5.752410213883646	-0.42592354070890065	4.395078250358727	
87.0	3.7916286623058664	6.070329632465907	1.7430243244689763	
88.0	-2.5720990070325143	-2.946817544156101	-1.357073790185623	
89.0	0.5398281013452987	6.548512908002766	5.45548928175193	
90.0	4.35550463208028	7.907030131858081	4.914097286555814	
