X1	X2	X3
1.3748643078574716	2.6025068027766136	1.193166519244285	
1.2283293894317637	0.4948713771187743	0.3547469340588	
-0.8313284328567138	-1.3574153369635429	-1.720398521449956	
-0.005321379288914027	-1.6494286858536402	0.684514790165598	
1.3820994350418387	-0.39101594168646003	0.24113543929566972	
0.025096133515538976	1.3166318726705286	1.3240522611289693	
-0.885260768597541	-2.0342930774756387	-1.3829360425883284	
-1.155542966909663	1.3608352917161717	2.8305896303918705	
0.04888695082085932	-1.3435748988187979	0.11463003189519116	
-0.5458968048577354	1.6361605336063694	0.860688072660706	
1.4519642271425253	-1.039214884669171	-1.2290249794357326	
-1.1533504038006237	-0.8744226061197629	-0.9478273995909449	
0.38024688277162016	-0.716359919196528	-1.3734532286357652	
0.7634225453864409	1.9574592143030276	0.6217937655946089	
0.6625345520803416	-2.6638857305717862	-0.7107439854401972	
1.8296771073253542	-0.5210640069995576	0.7216628525353244	
-1.772152710297439	0.12669668083187852	2.5768799817304044	
0.178894590635499	0.8252201900797502	0.18605216569440125	
-0.32809968886298163	0.8823301352317866	-0.12251119908447755	
-0.033771304127704196	0.9470218934543594	2.186603149345843	
-1.602969283873832	-1.300611477736087	0.6121784935061318	
-1.95370484388124	1.8876114017419823	-2.40821689411197	
0.2361085448509233	-3.124820406475986	-2.568900999166066	
1.45383989008971	1.5017966175799555	2.6206644517338304	
-0.7283976176586495	-0.8115253197513945	-0.8769445516177576	
-0.33492051213056395	-0.21318095978766607	0.7128635621315594	
-1.6882421361664506	0.11286441480055695	1.1646535095048003	
1.601566018257996	0.2361196979358396	1.987900999875691	
0.09138886032192976	-2.2523569926834055	-1.3573659676780696	
-0.8488054032414422	0.574463668235687	2.3445021202826095	
0.32416547681987107	0.8499596076254472	-1.0460811740261102	
0.26182524576303	-0.45169160883642007	0.6340342106886079	
-1.3525880994439277	0.2364301552568584	0.16932779020112784	
0.6272140224238789	0.8820248675919421	0.6061766295402379	
-0.21878096662147306	3.182919263243773	4.424239724466499	
-0.6111731453987458	-3.077770359870792	-1.3686321636357137	
0.8321389227322238	-3.520994135074317	-1.5754202541416678	
-0.48289018097364356	1.3227013148281968	3.0594344999319345	
0.1409966605928968	1.1773155021814858	1.4537674139380485	
-0.6005222531701955	1.261440919619857	3.477750912457625	
1.2749176270288993	-0.3316042684518663	1.009412599029803	
0.593636783445042	-0.04263325239425021	3.53022812522322	
-1.3440011976079977	-0.48554617497040375	-0.9106974894009388	
